customerID,phoneNumber,age,gender,planType,tenure,numDeviceOwned,numOfCalls,totalCallDuration,numOfSMS,dataUsage,prevMonthlyFee,totalFee,countOverduePayment,countBarSuspend,creditScore,applicationResult
32-8085586,485 526 9585,35,Male,Postpaid,12,2,75,5581.55,2,174.77,64.63,2424.37,,,18,0
31-6354388,149 194 0265,30,Male,Postpaid,12,2,136,5479.2,106,92.43,78.79,1566.49,2,1,3,0
44-6838547,355 880 9456,21,Male,Postpaid,12,2,28,1375.66,11,116.07,70.4,1595.59,,,29,0
71-7539883,731 767 9744,42,Male,Postpaid,13,2,21,7446.25,147,134.06,31.47,3308.64,,,42,0
12-9633152,627 375 6163,44,Male,Postpaid,13,2,123,3374.7,74,5.69,74.28,2107.32,,,18,0
70-0169149,509 761 6339,41,Female,Postpaid,13,2,137,8529.37,130,48.72,61.56,1108.03,,,36,0
89-8776978,807 799 9238,22,Male,Postpaid,13,2,32,1368.71,17,103.51,92.33,1825.72,,,46,0
45-8501722,497 141 5841,26,Male,Prepaid,13,2,43,6303.6,6,52.63,77.18,1512.47,,,30,0
43-1067300,850 835 7561,36,Female,Postpaid,13,2,133,9639.76,38,178.28,80.35,717.66,,,45,0
21-0777713,559 101 3619,26,Female,Prepaid,13,2,143,4066.65,131,86.26,82.79,2075.68,,,17,0
61-5903402,508 988 5903,29,Female,Postpaid,13,2,41,6838.78,103,53.28,108.17,873.99,,,8,0
82-4622536,375 270 9874,45,Female,Postpaid,13,2,132,4390.15,22,196.7,60.52,2758.66,1,1,38,0
93-6287813,394 457 6590,44,Male,Prepaid,13,2,130,6968.63,63,160.31,91.15,2371.33,2,1,20,0
32-0011314,487 774 1741,41,Female,Postpaid,13,2,103,716.16,27,80.78,73.87,1037.63,,,43,0
46-5285570,118 505 0836,21,Female,Postpaid,13,2,82,6515.82,46,169.66,52.45,390.08,,,50,0
75-1389381,183 796 3487,22,Male,Postpaid,13,2,86,3714.74,87,123.8,69.16,2307.5,1,1,33,0
55-7368662,961 509 5946,25,Male,Postpaid,13,2,84,3744.58,92,197.04,66.49,3332.47,,,36,0
33-1289900,628 940 1865,41,Female,Postpaid,13,2,48,7166.64,78,68.5,82.25,2343.09,1,1,35,0
16-9857555,825 390 8858,26,Male,Postpaid,13,2,101,8047.8,90,34.33,108.31,57.49,2,1,24,0
77-6969533,374 563 2622,21,Male,Postpaid,13,2,49,7182.84,141,23.48,85.11,3201.91,,,3,0
39-4432478,910 700 6852,23,Male,Postpaid,13,2,40,6448.28,70,114.58,74.5,970.32,,,46,0
88-4033306,226 998 1391,24,Female,Postpaid,13,2,45,14.27,69,39.36,30.28,3102.37,1,1,5,0
28-6380470,751 401 8945,26,Male,Postpaid,13,2,45,8751.58,147,86.47,97.39,1376.39,1,1,12,0
37-5447491,240 828 4132,42,Male,Postpaid,13,2,84,9375.96,105,32.89,87.74,2206.97,,,39,0
06-4832922,384 521 6843,23,Female,Postpaid,13,2,137,6985.06,128,3.67,46.22,1674.25,,,44,0
19-3155345,341 879 2004,42,Male,Postpaid,13,2,2,98.76,146,134.01,31.55,3208.38,,,25,0
99-7738192,679 178 2174,33,Female,Postpaid,13,2,30,5537.73,130,197.15,79.88,2210.83,,,11,0
73-2721563,176 922 6527,45,Male,Postpaid,13,2,39,7187.15,20,107.14,66.7,2422.08,1,1,25,0
09-2732290,766 581 5126,44,Female,Postpaid,13,2,77,5709.36,138,137.13,108.21,2421.42,2,2,7,0
39-3763103,622 737 5944,35,Female,Postpaid,13,2,71,1351.62,9,140.58,92.89,2288.95,2,2,25,0
88-7405443,291 510 9754,37,Male,Prepaid,13,2,32,2945.64,141,160.42,91.65,1463.49,3,1,18,0
54-2459076,257 454 1265,33,Male,Postpaid,13,2,20,3837.72,95,93.55,62.32,1265.09,,,44,0
16-3588192,116 343 0347,42,Male,Postpaid,13,2,46,2766.14,22,194.3,109.36,162.21,,,23,0
18-6912618,921 156 1950,25,Female,Postpaid,13,2,72,263.43,32,58.8,71.6,884.5,3,1,41,0
94-9446328,526 633 4446,28,Female,Postpaid,13,2,121,602.96,38,175.47,72.26,3026.53,,,15,0
99-8103791,705 551 8336,34,Female,Postpaid,13,2,108,2805.9,4,179.31,83.36,2536.91,,,23,0
14-9049875,904 951 8108,45,Male,Postpaid,13,2,145,9359.47,107,188.37,46.91,108.1,,,8,0
58-9414755,175 673 3836,40,Male,Postpaid,13,2,70,9326.67,148,168.68,35.83,1420.22,,,37,0
61-5876177,879 486 4910,35,Female,Postpaid,13,2,23,118.21,56,58.13,41.59,2754.2,,,7,0
47-9916447,212 806 8687,28,Male,Prepaid,13,2,76,8520.72,98,11.24,36.32,3197.15,1,1,6,0
82-5173311,917 803 2728,44,Male,Postpaid,13,2,23,3161.55,145,85.37,109.9,602.18,,,11,0
45-5399476,714 313 1079,24,Female,Postpaid,13,2,19,6266.69,86,163.09,51.57,652.78,3,1,39,0
00-8969089,901 402 7240,43,Female,Postpaid,13,2,133,5992.92,53,58.7,31.4,2098.86,1,1,15,0
70-3801345,462 378 3403,23,Female,Postpaid,13,2,24,8548.38,73,89.43,98.43,3299.12,,,48,0
23-6301371,995 570 4070,24,Female,Prepaid,13,2,98,8881.18,145,177.64,46.58,1112.04,,,50,0
67-1237026,183 368 1537,24,Female,Postpaid,13,2,83,9937.8,49,83.67,91.69,2700.78,2,1,43,0
20-1828804,656 519 7444,29,Male,Postpaid,13,2,148,966.79,100,20.13,61.98,2319.81,1,3,31,0
01-1645919,106 505 1785,27,Male,Postpaid,14,2,127,5227.51,14,76.8,43.09,169.75,,,41,0
73-1373582,852 398 5941,23,Male,Postpaid,14,2,46,5471.47,121,20.52,51.23,1314.5,,,44,0
32-9734211,153 487 4797,35,Male,Postpaid,14,2,40,945.17,78,107.43,92.53,425.25,1,1,48,0
06-2385519,757 919 4427,40,Female,Prepaid,14,2,10,9468.88,48,150.62,99.59,2400.17,1,1,10,0
62-8921410,208 821 7054,41,Female,Prepaid,14,2,112,1862.06,123,175.73,102.84,3177.58,,,40,0
25-2405732,418 958 4542,26,Female,Postpaid,14,2,65,5152.88,56,82.01,105.7,1911.42,,,23,0
74-9265605,473 203 1652,36,Female,Postpaid,14,2,11,3389.34,24,23.06,84.18,196.51,,,45,0
99-1625836,301 280 2036,45,Male,Postpaid,14,2,21,58.12,133,60.28,88.74,3283.25,,,44,0
12-7105403,904 640 3024,28,Male,Postpaid,14,2,93,599.11,57,26.01,76.84,2610.24,1,2,34,0
28-2114594,684 275 0384,34,Male,Prepaid,14,2,137,7084.7,90,172.51,95.74,169.15,,,7,0
92-2894421,111 129 0812,27,Male,Postpaid,14,2,65,1535.57,77,100.12,100.89,1768.12,,,30,0
21-4506076,384 834 5975,24,Male,Postpaid,14,2,120,1236.87,102,116.85,79.92,471.1,2,3,25,0
73-5809331,846 268 7872,22,Male,Prepaid,14,2,93,7673.31,40,116.95,41.62,3392.29,1,2,30,0
66-2802266,510 653 5647,33,Male,Prepaid,14,2,91,2021.04,47,170.33,45.26,135.1,,,38,0
78-4380222,660 929 6289,35,Female,Prepaid,14,2,78,8692.33,38,129.66,108.63,51.54,,,30,0
86-1663440,184 153 1002,25,Male,Prepaid,14,2,8,2955.25,85,169.47,86.23,67.52,,,12,0
33-8303575,476 766 1542,29,Female,Postpaid,14,2,123,4533.4,35,115.69,73.67,1288.37,,,8,0
38-4222419,714 745 9547,45,Female,Postpaid,14,2,94,8338.96,45,145.88,34.19,1889.5,3,1,31,0
48-5309112,941 937 0062,43,Female,Prepaid,14,2,129,7560.69,69,149.09,72.9,3165.69,,,6,0
08-4310013,633 440 5328,21,Female,Postpaid,14,2,47,6198.29,24,39.86,38.9,2309.38,,,12,0
29-1268847,210 635 2049,30,Male,Postpaid,14,2,54,7206.16,144,137.68,49.77,652.7,,,6,0
92-1194434,909 100 4550,31,Female,Postpaid,14,2,31,9787.74,67,51.86,72.18,1131.91,,,27,0
20-9801349,470 346 3892,35,Female,Postpaid,14,2,13,1250.36,3,180.61,98.24,803.53,1,2,46,0
79-1753239,740 865 3954,43,Male,Prepaid,14,2,61,6305.2,8,34.52,103.75,1868.67,2,2,17,0
61-9281607,464 778 1388,29,Male,Postpaid,14,2,117,6981,67,13.36,36.19,2649.18,3,3,43,0
55-4720898,852 330 2972,34,Female,Postpaid,14,2,117,5818.16,124,129.68,89.55,3322.62,2,1,31,0
29-8834508,828 817 4542,36,Male,Postpaid,14,2,147,86.54,18,32.88,70.86,1283.79,3,2,8,0
52-0704704,871 168 6308,28,Female,Postpaid,14,2,38,6143.36,53,104.55,97.49,2254.06,,,10,0
84-5546624,436 592 6982,27,Female,Prepaid,14,2,74,3867.04,56,83.37,44.3,2333.59,1,1,42,0
97-2600458,125 911 7270,36,Male,Postpaid,14,2,64,8795.32,58,198.22,43.38,1939.63,,,11,0
87-7180808,373 620 6625,39,Female,Postpaid,14,2,83,5760.58,22,34.23,90.47,3316.85,2,1,5,0
18-3655420,720 274 5956,42,Male,Prepaid,14,2,76,3481.83,88,92.88,36.92,1008.14,3,2,48,0
84-3625246,714 383 5250,38,Female,Postpaid,14,2,107,6026.3,70,177.05,46.49,2055.85,,,6,0
15-0621922,883 752 8973,26,Male,Prepaid,14,2,105,4936.65,141,45.28,108.9,3312.07,1,2,46,0
76-4173795,118 185 5256,24,Female,Prepaid,14,2,56,8320.59,134,26.21,96.78,2652.7,1,3,2,0
67-9463855,668 622 5042,30,Male,Postpaid,14,2,4,2353.09,131,77.09,96.24,2565.11,,,39,0
04-3811537,158 718 0892,23,Male,Postpaid,14,2,141,6845.76,94,169.9,41.34,2326.83,3,2,11,0
44-0438687,130 884 5161,45,Male,Prepaid,14,2,63,1330.03,103,168.11,63.88,2502.44,3,3,46,0
63-9671434,965 636 7675,38,Male,Postpaid,14,2,77,2253.22,22,156.95,65.69,2771.62,1,1,17,0
28-8967936,256 704 6422,21,Male,Postpaid,14,2,21,2543.22,30,149.48,91.23,2623.51,2,1,50,0
97-3897013,261 891 6289,30,Female,Postpaid,14,2,120,1599.51,56,149.22,66.43,435.42,1,2,4,0
30-6708370,976 389 6245,43,Male,Postpaid,14,2,129,237.93,71,19.52,81.46,1615.27,2,3,41,0
46-4222513,179 849 2267,23,Female,Postpaid,14,2,25,4741.13,33,71.86,40.82,1662.73,,,2,0
31-1337382,259 604 4387,20,Male,Postpaid,14,2,122,5613.89,86,94.53,81.29,1581.27,2,2,34,0
16-4938367,625 376 3141,30,Female,Postpaid,14,2,119,2842.16,2,7.48,98.81,2804.62,,,38,0
94-1296089,821 169 3129,43,Female,Postpaid,14,2,5,364.96,80,56.26,47.25,570.96,3,1,25,0
45-8736357,360 113 6406,30,Female,Postpaid,14,2,22,1930.22,43,15.27,102.74,1155.03,,,6,0
76-4300922,750 357 9726,28,Female,Prepaid,14,2,136,2720.43,31,109.07,100.56,542.52,,,34,0
36-9606349,709 584 1083,30,Female,Postpaid,14,2,8,8160.26,99,43.41,66.05,1136.8,,,38,0
46-7568412,219 322 6731,28,Female,Postpaid,14,2,123,4318.49,33,40.97,72.57,3323.77,3,1,13,0
34-7614931,690 499 0503,31,Male,Postpaid,14,2,39,7628.77,115,97.85,59.59,3225.87,1,1,18,0
05-1540106,842 876 9272,45,Female,Postpaid,14,2,81,9112.62,106,128.51,49.74,1254.82,1,3,19,0
65-0258781,238 581 3739,38,Female,Prepaid,14,2,135,7690.43,117,43.02,33.82,388.65,,,27,0
43-8731360,883 826 4780,33,Female,Prepaid,14,2,122,2140.67,71,142.62,91.99,481.6,,,43,0
60-1801841,558 881 4203,44,Female,Postpaid,15,2,129,7168.92,5,19.98,97.96,2336.09,2,1,25,0
86-3478939,563 863 2783,33,Male,Postpaid,15,2,41,2664.67,62,166.28,57.46,2872.46,1,2,39,0
79-0833209,383 197 9136,43,Male,Postpaid,15,2,101,4864.34,84,39.26,95.76,435.47,3,1,43,0
50-8634115,950 190 9866,44,Female,Postpaid,15,2,113,4480.3,14,92.95,102.34,930.89,,,28,0
30-6167586,514 399 7197,45,Female,Postpaid,15,2,119,7057.13,134,148.65,61.5,1622.08,,,49,0
85-8382574,600 529 1479,29,Male,Postpaid,15,2,7,5460.73,54,166.3,96.2,3423.23,1,1,18,0
75-8471022,247 709 3347,31,Female,Postpaid,15,2,97,7430.02,100,70.04,56.54,2632.04,1,1,33,0
34-9887566,726 814 0486,35,Male,Postpaid,15,2,13,8830.8,107,75.91,59.58,2122.26,,,43,0
30-0343117,575 442 6127,29,Male,Postpaid,15,2,132,6658.16,141,107.75,43.4,2250.91,,,17,0
32-4590416,548 265 1801,43,Female,Postpaid,15,2,48,1511.8,134,5.05,88.65,975.34,,,33,0
34-7913902,824 375 8927,29,Male,Prepaid,15,2,45,480.98,14,38.3,78.23,3116.81,,,44,0
00-5557314,378 228 0786,39,Female,Prepaid,15,2,139,1914.9,91,157.31,35.29,726.29,3,2,26,0
41-2528769,696 961 2022,27,Female,Prepaid,15,2,132,761.24,54,186.94,103.12,1049.79,,,39,0
65-5609769,864 372 9587,20,Male,Postpaid,15,2,49,8024.04,83,60.97,95.26,813.46,,,17,0
45-4709804,314 862 4662,41,Female,Prepaid,15,2,124,2067.29,52,157.64,86.89,2299.33,,,24,0
72-1903490,664 939 7225,40,Male,Postpaid,15,2,65,6467.64,106,19.95,69.08,3550.94,,,37,0
74-1809962,360 222 1763,37,Male,Postpaid,15,2,30,1842.61,49,80.12,48.39,199.76,1,1,32,0
02-3969226,924 317 1151,24,Male,Postpaid,15,2,22,5733.11,146,194.51,75.63,2936.44,,,50,0
09-4176671,871 108 4597,44,Male,Postpaid,15,2,147,7108.63,138,137.83,56.94,657.18,,,48,0
43-1412947,128 235 1929,25,Male,Postpaid,15,2,141,9408.52,3,10.32,34.82,2029.92,,,22,0
88-4484016,635 141 9325,43,Male,Postpaid,15,2,71,8131.85,92,140.18,95.37,1750.89,3,1,20,0
88-4995049,283 298 6516,21,Female,Postpaid,15,2,150,4877.97,75,42.37,71.18,1757.21,,,18,0
79-3757295,293 473 8284,29,Female,Postpaid,15,2,100,253.64,142,82.96,65.35,2762,2,1,31,0
17-9380121,521 526 7153,41,Male,Postpaid,15,2,1,9934.04,145,155.11,76.51,324.53,3,1,38,0
44-7625390,757 101 7540,34,Male,Postpaid,15,2,61,5595.7,30,164.16,94.92,3338.75,1,1,39,0
24-5576604,785 751 8034,36,Female,Prepaid,15,2,101,2231.81,110,25.67,72.74,728.63,2,2,17,0
10-8934903,481 764 6238,44,Male,Postpaid,15,2,52,5504,128,1.03,74.16,1262.15,2,1,7,0
88-0661760,101 551 2700,29,Female,Postpaid,15,2,93,7394.28,29,87.53,97.09,1868.55,,,7,0
59-9535521,599 508 3067,29,Male,Postpaid,15,2,31,1372.23,63,127.99,35.76,3400.05,,,46,0
63-2828869,304 783 3111,39,Male,Postpaid,15,2,38,6810.32,85,41.46,76.71,570.92,2,1,13,0
49-6310320,412 329 7736,43,Female,Postpaid,15,2,122,8248.63,85,144.31,67.32,737.01,3,1,2,0
49-9715682,102 940 1967,43,Male,Prepaid,15,2,24,9474.69,10,188.96,46.27,2781.52,3,1,28,0
41-2599662,788 502 4491,29,Male,Postpaid,15,2,22,5731.59,56,160.28,63.24,3582.34,,,48,0
83-6912848,797 376 7455,25,Male,Postpaid,15,2,21,6893.43,134,68.49,94.6,2362.3,1,3,32,0
60-7357617,244 733 5515,21,Male,Postpaid,15,2,81,3673.96,120,37.23,71.08,1193.3,2,1,2,0
62-7846298,691 308 2525,20,Female,Postpaid,15,2,61,8110.12,74,172.86,45.82,159.49,2,2,44,0
25-7185007,733 793 0231,33,Female,Postpaid,15,2,112,543.48,70,78.54,38.92,2241,3,2,2,0
14-9221714,178 489 1563,44,Male,Postpaid,15,2,89,3864.19,81,178.71,103.38,756.68,2,1,2,0
04-3022275,607 774 1099,37,Male,Postpaid,15,2,34,9591.33,92,100.53,65.32,45.44,2,1,45,0
72-6113014,601 250 1983,29,Male,Prepaid,15,2,82,2385.12,72,96.3,97.49,1696.93,2,1,45,0
56-1249570,420 805 8137,44,Female,Postpaid,15,2,12,4497.51,139,150.81,97.44,3324.94,,,21,0
01-0085971,686 759 6070,41,Male,Postpaid,15,2,20,3867.72,95,92.83,88.15,1913.38,,,7,0
57-2234108,480 457 2682,45,Female,Prepaid,15,2,19,3876.56,56,83.24,98.68,791.64,1,2,8,0
02-6419734,445 392 5726,34,Male,Postpaid,15,2,64,454.96,116,58.92,34.87,1606.95,,,6,0
60-2716139,113 590 6666,25,Male,Postpaid,15,2,76,980.16,38,174.68,104.22,2341.45,,,13,0
74-2217600,876 427 1904,24,Male,Prepaid,15,2,125,3066.8,11,30.2,60.26,2635.59,,,12,0
08-4929441,145 802 3463,41,Male,Postpaid,15,2,132,5487.12,118,9.66,108.01,1125.24,,,28,0
03-5255278,617 612 9438,31,Male,Postpaid,15,2,51,3998.44,43,39.07,89.62,2112.13,1,1,35,0
48-7001613,229 724 1775,27,Male,Postpaid,16,2,42,4622.98,136,122.12,100.39,1534.08,1,3,3,0
17-5885593,426 934 4304,26,Female,Postpaid,16,2,89,2291.47,78,34.42,33.7,1952.8,,,24,0
82-7599684,907 493 9041,20,Female,Postpaid,16,2,140,1777.31,147,17.73,91.24,2252.32,,,21,0
86-1223468,863 439 2218,31,Male,Postpaid,16,2,39,9085.36,134,20.47,108.63,751.71,,,29,0
57-6355537,655 709 2943,20,Male,Postpaid,16,2,101,4746.14,64,155.11,41.21,2761.41,,,21,0
55-3367669,262 768 6416,31,Female,Postpaid,16,2,34,7144.38,87,122.06,47.86,1350.15,2,3,42,0
91-7427346,818 587 9938,36,Male,Postpaid,16,2,85,2134.22,44,22.96,45.82,590.4,,,44,0
19-6043872,759 832 7381,37,Male,Postpaid,16,2,15,782.42,112,32.05,36.53,3316.36,,,36,0
17-1073393,282 535 8837,35,Female,Postpaid,16,2,103,7126.6,107,81.92,96.35,2887.5,2,2,8,0
21-1753204,667 687 7638,39,Male,Postpaid,16,2,13,9901.1,133,63.47,39.82,2433.38,,,16,0
21-2196102,918 280 3541,22,Female,Prepaid,16,2,113,8554.28,120,34.97,103.77,2900.5,3,3,20,0
10-3218188,697 304 2413,37,Male,Postpaid,16,2,86,7138.67,132,114.55,97.1,2664.28,,,28,0
27-7637247,229 266 9839,33,Female,Postpaid,16,2,3,6223.34,64,140.51,48.15,871.99,,,4,0
18-2801641,735 600 6968,33,Female,Prepaid,16,2,20,944.62,77,152.24,86,2930.99,3,3,14,0
99-9959708,492 614 0943,41,Male,Postpaid,16,2,38,9765.32,5,75.79,73.84,3051.24,1,1,44,0
41-6660127,411 990 9637,30,Female,Postpaid,16,2,134,1110.98,89,2.4,104.81,3129.07,,,21,0
41-9797749,203 254 3672,24,Female,Prepaid,16,2,121,2381.68,32,19.34,66.07,3290.25,,,21,0
22-4237082,386 956 6557,45,Male,Prepaid,16,2,39,1932.77,118,182.47,78.91,492.44,3,2,13,0
10-2580235,678 762 9418,27,Male,Prepaid,16,2,142,1916.76,70,47.54,52.96,743.54,,,11,0
58-4998769,600 858 2749,30,Male,Postpaid,16,2,4,3135.63,39,20.06,43.74,2516.88,2,1,46,0
71-0479670,992 377 8482,34,Male,Prepaid,16,2,118,3262.26,139,58.63,69.62,3440.77,1,2,44,0
28-0797405,412 904 8624,42,Female,Postpaid,16,2,113,317.58,3,196.52,34.04,1854.49,3,3,38,0
57-9403107,767 464 1892,22,Male,Prepaid,16,2,17,8415.2,123,164.41,32.89,2924.84,1,1,47,0
53-0488958,242 524 5803,29,Male,Postpaid,16,2,27,8460.5,141,173.61,95.14,2620.12,1,3,39,0
96-8792125,963 415 9224,40,Male,Prepaid,16,2,85,2756.66,9,6.24,103.05,1519.55,,,37,0
95-6247866,367 801 3332,23,Female,Prepaid,16,2,24,7833.97,6,167.83,54.61,558.39,,,1,0
12-9073458,954 834 7622,25,Female,Postpaid,16,2,6,4761.99,121,156.46,65.91,558.72,,,36,0
91-9352073,879 823 6286,24,Female,Postpaid,16,2,43,7704.42,63,46.62,39.9,972.61,,,4,0
47-1705102,654 305 1528,27,Male,Postpaid,16,2,13,8569.86,141,182.04,107.35,248.29,1,3,11,0
18-3240822,499 340 7014,43,Female,Postpaid,16,2,56,9199.66,6,64.07,104.7,2631.3,3,1,49,0
16-1795628,946 264 6022,26,Male,Postpaid,16,2,106,7663.93,6,81.54,83.51,1657.26,3,3,13,0
73-9641864,391 623 3062,23,Male,Prepaid,16,2,138,5344.3,53,83.04,51.27,1162.41,2,3,45,0
75-8783684,581 908 5157,26,Male,Postpaid,16,2,126,9250.62,110,39.83,46.6,845.71,1,1,33,0
49-2699238,880 966 9601,38,Male,Postpaid,17,2,75,1263.36,108,8.08,93.33,3013.17,,,48,0
21-9385533,395 968 9703,21,Female,Postpaid,17,2,150,606.05,124,195.15,66.34,3125.43,1,2,25,0
37-9368661,824 456 6632,24,Male,Postpaid,17,2,31,59.44,62,66.6,33.58,2356.67,,,7,0
03-0867449,850 683 7102,31,Male,Postpaid,17,2,29,6687.91,56,157.71,50.88,3303.12,,,37,0
15-2289066,976 355 5321,31,Female,Postpaid,17,2,150,6853.61,115,35.24,91.24,3467.7,1,3,10,0
39-7666390,384 974 1514,33,Male,Postpaid,17,2,93,9271.24,47,31.5,89.49,80.01,,,7,0
14-7114614,421 146 2869,43,Female,Postpaid,17,2,82,8564.88,21,84.07,76.79,466.02,2,1,34,0
66-5143361,170 838 4555,22,Female,Prepaid,17,2,19,138.55,11,156.55,36.51,2672.83,,,37,0
63-1448874,109 843 6163,26,Female,Postpaid,17,2,13,3214.69,11,178.1,91.22,2414.37,,,1,0
36-7214991,978 773 1938,34,Male,Postpaid,17,2,138,4721.91,147,194.91,35.6,3132.36,,,33,0
84-7311381,188 643 3309,33,Male,Postpaid,17,2,95,7142.93,9,199.12,101.72,318.24,1,1,16,0
87-7828497,806 242 1087,20,Male,Postpaid,17,2,16,1311.72,13,189.82,99.76,3378.15,2,1,4,0
90-7468392,718 982 0639,39,Male,Postpaid,17,2,69,3537.12,32,167.65,74.29,3571.5,,,23,0
85-4655901,422 326 0964,44,Female,Prepaid,17,2,39,6631.26,112,14.24,65.39,2139.3,,,3,0
90-1002981,697 754 2306,21,Female,Prepaid,17,2,99,3061.86,44,146.91,73.9,2943.81,,,17,0
77-6023369,587 412 8601,28,Female,Postpaid,17,2,112,4233.37,124,129.6,109.87,1528.32,,,12,0
40-1714212,676 649 9338,34,Female,Postpaid,17,2,53,6330.81,92,99.47,39.77,3404.59,,,35,0
52-9730869,376 506 8407,31,Male,Postpaid,17,2,28,9642.23,130,25.49,59.37,2515.39,1,1,16,0
43-2322196,425 479 4705,24,Female,Postpaid,17,2,147,788.01,126,59.35,77.44,1889.23,,,19,0
22-6792388,869 311 5990,39,Female,Postpaid,17,2,74,5621.65,43,109.63,102.51,2922.95,,,5,0
95-3680835,136 158 5312,21,Female,Postpaid,17,2,146,8110.44,83,68.11,67.47,640.82,,,11,0
43-6121310,579 846 3187,43,Female,Postpaid,17,2,95,8451.78,131,31.92,60.7,468.57,3,2,7,0
72-7635705,550 596 6093,42,Female,Postpaid,17,2,130,8123.72,36,32.52,109.29,2720.3,1,3,12,0
29-3143277,564 948 6638,37,Female,Postpaid,17,2,48,2272.94,80,152.15,84.68,3451.34,,,33,0
08-9149739,324 112 9751,22,Female,Prepaid,17,2,140,1511.5,47,84.52,108.05,2668.74,,,33,0
63-7940213,243 129 4589,29,Female,Postpaid,17,2,19,1179.34,102,130.4,80.87,1189.24,,,38,0
94-0314784,594 944 0183,44,Female,Prepaid,17,2,55,3790.36,137,188.86,70.59,3501.39,,,3,0
38-1994948,141 532 9054,39,Male,Prepaid,17,2,72,3147.97,132,31.4,106.2,2921.91,3,3,14,0
62-7861004,459 276 7408,45,Male,Postpaid,17,2,96,2593.81,106,168.89,100.81,606.22,2,1,7,0
34-3974972,235 315 3766,34,Male,Postpaid,17,2,44,1336.14,123,174.11,64.98,2604.08,2,3,10,0
27-7996815,446 119 6636,20,Female,Postpaid,17,2,63,3088.56,81,71.49,36.71,288.26,,,37,0
85-4726153,889 514 3586,20,Female,Postpaid,17,2,80,7113.22,99,130.66,50.72,1355.15,1,1,6,0
86-9959733,749 971 5398,33,Female,Postpaid,17,2,128,8387.82,131,109.3,60.62,906.24,,,5,0
20-3236556,308 759 7742,30,Female,Postpaid,17,2,117,5439.81,113,195.99,100.8,3064.51,,,49,0
93-4031068,463 218 1709,39,Female,Postpaid,17,2,49,8782.23,89,85.96,69.61,2938.04,,,19,0
54-5757785,126 466 5481,20,Female,Postpaid,17,2,70,7285.19,12,41.53,42.52,157.77,2,1,48,0
33-2162044,437 547 8582,23,Female,Prepaid,17,2,71,1622.57,9,103.51,65.86,1577.99,2,1,18,0
61-6136916,756 102 5385,21,Male,Prepaid,17,2,45,2733.92,140,97.2,103.53,560.84,,,7,0
83-5210300,727 744 1173,30,Male,Postpaid,17,2,67,3383.62,3,149.92,80.93,1826.39,,,5,0
86-0250748,524 692 8159,31,Female,Prepaid,17,2,13,3231.73,73,147.61,72.55,1954.48,1,1,31,0
63-7696130,901 807 2621,42,Female,Postpaid,17,2,15,4952.56,37,67.05,63.33,390.42,,,13,0
06-2188862,299 911 0009,34,Male,Postpaid,17,2,61,3159.74,14,171.65,100.68,543.77,,,20,0
60-9820996,994 628 1913,20,Female,Postpaid,17,2,116,1055.23,133,153.99,100.53,701.59,,,10,0
89-6612294,156 666 0585,43,Male,Postpaid,17,2,64,294.14,126,177.92,62.64,1487.95,,,16,0
13-3419964,884 356 8853,33,Female,Prepaid,17,2,35,8771.96,134,168.48,88.89,2091.35,,,2,0
61-7759309,777 166 8313,31,Male,Postpaid,17,2,33,8129.92,82,185.23,95.29,1256.88,,,35,0
72-1530216,995 469 2913,33,Female,Postpaid,18,2,12,9823.27,126,107.47,107.03,3234.67,2,2,21,0
06-2913837,941 784 5996,45,Female,Postpaid,18,2,129,8602.57,79,130.46,61.51,1092.97,,,40,0
30-7316582,802 181 7282,23,Female,Postpaid,18,2,44,2370.93,26,123.98,97.73,3427.22,1,1,7,0
18-0335184,410 268 2269,28,Male,Postpaid,18,2,71,2874.72,48,175.59,33.14,674.73,,,15,0
05-7649391,851 205 1818,28,Female,Postpaid,18,2,24,8870.3,58,28.05,70.03,1212.81,3,1,36,0
12-6219662,709 410 6315,20,Female,Prepaid,18,2,56,6013.3,81,24.15,97.57,1203.53,1,1,41,0
19-2131148,708 274 4065,29,Male,Prepaid,18,2,117,4206.53,2,45.93,94.04,2643.51,1,1,36,0
50-5572035,196 685 1347,32,Male,Postpaid,18,2,94,4237.81,96,131.59,83.03,1000.45,2,1,34,0
10-6932113,453 883 7170,29,Female,Postpaid,18,2,109,5269.92,144,28.53,63.59,3551.08,,,13,0
07-2392463,998 697 8141,42,Male,Postpaid,18,2,135,7549.67,96,135.93,33.63,2659.3,,,39,0
13-0418954,328 155 9854,27,Male,Prepaid,18,2,107,6584.64,37,108.77,62.69,3188.94,1,2,49,0
13-8523254,409 625 7097,30,Female,Prepaid,18,2,114,1854.73,109,105.7,91.04,306.1,,,14,0
03-5485303,420 881 9104,35,Female,Postpaid,18,2,110,9362.7,103,65.9,59.59,3276.37,,,7,0
82-4621765,136 106 4357,43,Female,Postpaid,18,2,139,802.05,114,146.22,84.83,344.6,1,1,7,0
31-7029559,187 419 3605,28,Female,Prepaid,18,2,85,4924.94,136,105.21,53.83,2838.43,,,16,0
35-1510177,157 868 2550,26,Female,Postpaid,18,2,87,7515.8,35,165.34,83.94,1314.61,,,50,0
32-6089415,264 872 9937,28,Female,Prepaid,18,2,85,9128.23,9,175.35,93.61,822.58,,,27,0
26-9288252,671 988 9240,27,Female,Postpaid,18,2,13,2559.78,149,46.85,61.26,178.23,2,2,15,0
